id,sigla,Dipartimento,nome,link_generale,link_direttore,link_descrizione,link_ricerca,link_pubblicazioni,link_servizi,link_competenze,link_collaborazioni,link_formazione,link_biblioteche,link_banchedati,link_focus,link_focus_ITA,links_logo,nome_istituto,url,links_webist,links_mailist,links_pres_ist,indirizzo,web_site,direttore,mail,latitude,longitude
41,IRPI ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto di ricerca per la protezione idrogeologica ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=066,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=066,http://www.cnr.it/istituti/Descrizione_eng.html?cds=066,http://www.cnr.it/istituti/Ricerca_eng.html?cds=066,Pubblicazioni_eng.html?cds=066,http://www.cnr.it/istituti/Servizi_eng.html?cds=066,http://www.cnr.it/istituti/Competenze_eng.html?cds=066,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=066,http://www.cnr.it/istituti/Formazione_eng.html?cds=066,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=066,http://www.cnr.it/istituti/Banchedati_eng.html?cds=066,http://www.cnr.it/istituti/Focus_eng.html?cds=066,http://www.cnr.it/istituti/Focus.html?cds=066,NA,Istituto di ricerca per la protezione idrogeologica,http://www.cnr.it/istituti/DatiGenerali.html?cds=066,http://www.irpi.cnr.it,mailto:direzione@irpi.cnr.it,NA,Via Madonna Alta 126 - 06128 Perugia PG Umbria,http://www.irpi.cnr.it,Dott. FAUSTO GUZZETTI    ,direzione@irpi.cnr.it,43.1000437,12.365391
42,IRISS ,"Scienze umane e sociali, patrimonio culturale",Istituto di Ricerca su Innovazione e Servizi per lo Sviluppo ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=071,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=071,http://www.cnr.it/istituti/Descrizione_eng.html?cds=071,http://www.cnr.it/istituti/Ricerca_eng.html?cds=071,Pubblicazioni_eng.html?cds=071,http://www.cnr.it/istituti/Servizi_eng.html?cds=071,http://www.cnr.it/istituti/Competenze_eng.html?cds=071,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=071,http://www.cnr.it/istituti/Formazione_eng.html?cds=071,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=071,http://www.cnr.it/istituti/Banchedati_eng.html?cds=071,http://www.cnr.it/istituti/Focus_eng.html?cds=071,http://www.cnr.it/istituti/Focus.html?cds=071,NA,Istituto di Ricerca su Innovazione e Servizi per lo Sviluppo,http://www.cnr.it/istituti/DatiGenerali.html?cds=071,http://www.iriss.cnr.it,mailto:direttore@iriss.cnr.it,NA,"Via Guglielmo Sanfelice, 8 - 80134 Napoli NA Campania",http://www.iriss.cnr.it,Dott ALFONSO MORVILLO    ,direttore@iriss.cnr.it,40.8436453,14.254777
43,IRSIG ,"Scienze umane e sociali, patrimonio culturale",Istituto di ricerca sui sistemi giudiziari ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=108,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=108,http://www.cnr.it/istituti/Descrizione_eng.html?cds=108,http://www.cnr.it/istituti/Ricerca_eng.html?cds=108,Pubblicazioni_eng.html?cds=108,http://www.cnr.it/istituti/Servizi_eng.html?cds=108,http://www.cnr.it/istituti/Competenze_eng.html?cds=108,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=108,http://www.cnr.it/istituti/Formazione_eng.html?cds=108,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=108,http://www.cnr.it/istituti/Banchedati_eng.html?cds=108,http://www.cnr.it/istituti/Focus_eng.html?cds=108,http://www.cnr.it/istituti/Focus.html?cds=108,NA,Istituto di ricerca sui sistemi giudiziari,http://www.cnr.it/istituti/DatiGenerali.html?cds=108,http://www.irsig.cnr.it,mailto:direttore@irsig.cnr.it,NA,"Via Zamboni, 26 - 40126 Bologna BO Emilia Romagna",http://www.irsig.cnr.it,Dott. MARCO FABRI    ,direttore@irsig.cnr.it,44.4960759,11.3500015
44,IRCRES ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto di Ricerca sulla Crescita Economica Sostenibile ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=067,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=067,http://www.cnr.it/istituti/Descrizione_eng.html?cds=067,http://www.cnr.it/istituti/Ricerca_eng.html?cds=067,Pubblicazioni_eng.html?cds=067,http://www.cnr.it/istituti/Servizi_eng.html?cds=067,http://www.cnr.it/istituti/Competenze_eng.html?cds=067,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=067,http://www.cnr.it/istituti/Formazione_eng.html?cds=067,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=067,http://www.cnr.it/istituti/Banchedati_eng.html?cds=067,http://www.cnr.it/istituti/Focus_eng.html?cds=067,http://www.cnr.it/istituti/Focus.html?cds=067,http://www.cnr.it/istituti/./logo150.png?LO=01000000d9c8b7a60800000008000000885f08007314f153000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di Ricerca sulla Crescita Economica Sostenibile,http://www.cnr.it/istituti/DatiGenerali.html?cds=067,http://www.ircres.cnr.it,mailto:segreteria@ircres.cnr.it,NA,"Via Real Collegio, 30 - 10024 Moncalieri TO Piemonte",http://www.ircres.cnr.it,Dott. SECONDO ROLFO    ,segreteria@ircres.cnr.it,45.0001,7.68435
45,IRSA ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto di ricerca sulle acque ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=069,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=069,http://www.cnr.it/istituti/Descrizione_eng.html?cds=069,http://www.cnr.it/istituti/Ricerca_eng.html?cds=069,Pubblicazioni_eng.html?cds=069,http://www.cnr.it/istituti/Servizi_eng.html?cds=069,http://www.cnr.it/istituti/Competenze_eng.html?cds=069,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=069,http://www.cnr.it/istituti/Formazione_eng.html?cds=069,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=069,http://www.cnr.it/istituti/Banchedati_eng.html?cds=069,http://www.cnr.it/istituti/Focus_eng.html?cds=069,http://www.cnr.it/istituti/Focus.html?cds=069,http://www.cnr.it/istituti/./logoIRSAnew.jpg?LO=01000000d9c8b7a608000000080000001ae6200091e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di ricerca sulle acque,http://www.cnr.it/istituti/DatiGenerali.html?cds=069,http://www.irsa.cnr.it/,mailto:direzione@irsa.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000003f5b23008e5bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Salaria Km 29,300 C.P. 10 - 00015 Monterotondo Stazione RM Lazio",http://www.irsa.cnr.it/,Dott. ANTONIO LOPEZ    ,direzione@irsa.cnr.it,41.8724111,12.4802249
46,IRC ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto di ricerche sulla combustione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=070,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=070,http://www.cnr.it/istituti/Descrizione_eng.html?cds=070,http://www.cnr.it/istituti/Ricerca_eng.html?cds=070,Pubblicazioni_eng.html?cds=070,http://www.cnr.it/istituti/Servizi_eng.html?cds=070,http://www.cnr.it/istituti/Competenze_eng.html?cds=070,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=070,http://www.cnr.it/istituti/Formazione_eng.html?cds=070,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=070,http://www.cnr.it/istituti/Banchedati_eng.html?cds=070,http://www.cnr.it/istituti/Focus_eng.html?cds=070,http://www.cnr.it/istituti/Focus.html?cds=070,NA,Istituto di ricerche sulla combustione,http://www.cnr.it/istituti/DatiGenerali.html?cds=070,http://www.irc.cnr.it,mailto:irc@irc.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000024d808006d81f153000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Piazzale Vincenzo Tecchio, 80 - 80125 Napoli NA Campania",http://www.irc.cnr.it,dott. RICCARDO CHIRONE    ,irc@irc.cnr.it,40.8247343,14.1945482
47,IRPPS ,"Scienze umane e sociali, patrimonio culturale",Istituto di ricerche sulla popolazione e le politiche sociali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=068,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=068,http://www.cnr.it/istituti/Descrizione_eng.html?cds=068,http://www.cnr.it/istituti/Ricerca_eng.html?cds=068,Pubblicazioni_eng.html?cds=068,http://www.cnr.it/istituti/Servizi_eng.html?cds=068,http://www.cnr.it/istituti/Competenze_eng.html?cds=068,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=068,http://www.cnr.it/istituti/Formazione_eng.html?cds=068,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=068,http://www.cnr.it/istituti/Banchedati_eng.html?cds=068,http://www.cnr.it/istituti/Focus_eng.html?cds=068,http://www.cnr.it/istituti/Focus.html?cds=068,http://www.cnr.it/istituti/./logo irpps.gif?LO=01000000d9c8b7a60800000008000000fae5200071e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di ricerche sulla popolazione e le politiche sociali,http://www.cnr.it/istituti/DatiGenerali.html?cds=068,http://www.irpps.cnr.it,mailto:segr.irpps@irpps.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000005063070044beea53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,Via Palestro 32 - 00185 Roma RM Lazio,http://www.irpps.cnr.it,Dott. CORRADO BONIFAZI    ,segr.irpps@irpps.cnr.it,41.9058436,12.5032526
48,ISA ,Scienze bio-agroalimentari,Istituto di scienza dell'alimentazione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=076,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=076,http://www.cnr.it/istituti/Descrizione_eng.html?cds=076,http://www.cnr.it/istituti/Ricerca_eng.html?cds=076,Pubblicazioni_eng.html?cds=076,http://www.cnr.it/istituti/Servizi_eng.html?cds=076,http://www.cnr.it/istituti/Competenze_eng.html?cds=076,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=076,http://www.cnr.it/istituti/Formazione_eng.html?cds=076,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=076,http://www.cnr.it/istituti/Banchedati_eng.html?cds=076,http://www.cnr.it/istituti/Focus_eng.html?cds=076,http://www.cnr.it/istituti/Focus.html?cds=076,NA,Istituto di scienza dell'alimentazione,http://www.cnr.it/istituti/DatiGenerali.html?cds=076,http://www.isa.cnr.it,mailto:direttore@isa.cnr.it,NA,"Via Roma, 64 - 83100 Avellino AV Campania",http://www.isa.cnr.it,Dott. SABATO D'AURIA,direttore@isa.cnr.it,40.9110277,14.7758777
49,ISTEC ,Scienze chimiche e tecnologie dei materiali,Istituto di scienza e tecnologia dei materiali ceramici ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=073,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=073,http://www.cnr.it/istituti/Descrizione_eng.html?cds=073,http://www.cnr.it/istituti/Ricerca_eng.html?cds=073,Pubblicazioni_eng.html?cds=073,http://www.cnr.it/istituti/Servizi_eng.html?cds=073,http://www.cnr.it/istituti/Competenze_eng.html?cds=073,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=073,http://www.cnr.it/istituti/Formazione_eng.html?cds=073,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=073,http://www.cnr.it/istituti/Banchedati_eng.html?cds=073,http://www.cnr.it/istituti/Focus_eng.html?cds=073,http://www.cnr.it/istituti/Focus.html?cds=073,NA,Istituto di scienza e tecnologia dei materiali ceramici,http://www.cnr.it/istituti/DatiGenerali.html?cds=073,http://www.istec.cnr.it,mailto:istec@istec.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000f37e11006cbff353000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Granarolo, 64 - 48018 Faenza RA Emilia Romagna",http://www.istec.cnr.it,Dott. ALIDA BELLOSI    ,istec@istec.cnr.it,44.3002785,11.8910563
50,ISTI ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti","Istituto di scienza e tecnologie dell'informazione ""Alessandro Faedo"" ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=074,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=074,http://www.cnr.it/istituti/Descrizione_eng.html?cds=074,http://www.cnr.it/istituti/Ricerca_eng.html?cds=074,Pubblicazioni_eng.html?cds=074,http://www.cnr.it/istituti/Servizi_eng.html?cds=074,http://www.cnr.it/istituti/Competenze_eng.html?cds=074,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=074,http://www.cnr.it/istituti/Formazione_eng.html?cds=074,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=074,http://www.cnr.it/istituti/Banchedati_eng.html?cds=074,http://www.cnr.it/istituti/Focus_eng.html?cds=074,http://www.cnr.it/istituti/Focus.html?cds=074,NA,"Istituto di scienza e tecnologie dell'informazione ""Alessandro Faedo""",http://www.cnr.it/istituti/DatiGenerali.html?cds=074,http://www.isti.cnr.it,mailto:direzione@isti.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000ec4007009876d853000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana",http://www.isti.cnr.it,dott. CLAUDIO MONTANI    ,direzione@isti.cnr.it,43.7185511,10.4222233
51,ISAC ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto di scienze dell'atmosfera e del clima ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=075,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=075,http://www.cnr.it/istituti/Descrizione_eng.html?cds=075,http://www.cnr.it/istituti/Ricerca_eng.html?cds=075,Pubblicazioni_eng.html?cds=075,http://www.cnr.it/istituti/Servizi_eng.html?cds=075,http://www.cnr.it/istituti/Competenze_eng.html?cds=075,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=075,http://www.cnr.it/istituti/Formazione_eng.html?cds=075,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=075,http://www.cnr.it/istituti/Banchedati_eng.html?cds=075,http://www.cnr.it/istituti/Focus_eng.html?cds=075,http://www.cnr.it/istituti/Focus.html?cds=075,NA,Istituto di scienze dell'atmosfera e del clima,http://www.cnr.it/istituti/DatiGenerali.html?cds=075,http://www.isac.cnr.it,mailto:direzione@isac.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000009207070029fdcd53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Piero Gobetti, 101 - 40129 Bologna BO Emilia Romagna",http://www.isac.cnr.it,Dott.ssa CRISTINA SABBIONI    ,direzione@isac.cnr.it,44.5222407,11.3383544
52,ISPA ,Scienze bio-agroalimentari,Istituto di scienze delle produzioni alimentari ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=077,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=077,http://www.cnr.it/istituti/Descrizione_eng.html?cds=077,http://www.cnr.it/istituti/Ricerca_eng.html?cds=077,Pubblicazioni_eng.html?cds=077,http://www.cnr.it/istituti/Servizi_eng.html?cds=077,http://www.cnr.it/istituti/Competenze_eng.html?cds=077,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=077,http://www.cnr.it/istituti/Formazione_eng.html?cds=077,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=077,http://www.cnr.it/istituti/Banchedati_eng.html?cds=077,http://www.cnr.it/istituti/Focus_eng.html?cds=077,http://www.cnr.it/istituti/Focus.html?cds=077,http://www.cnr.it/istituti/./logoispatrasp copia.gif?LO=01000000d9c8b7a608000000080000001fe6200096e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di scienze delle produzioni alimentari,http://www.cnr.it/istituti/DatiGenerali.html?cds=077,http://www.ispa.cnr.it,mailto:antonio.logrieco@ispa.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000097d02e002892f953000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Amendola, 122/O - 70126 Bari BA Puglia",http://www.ispa.cnr.it,Dott ANTONIO FRANCESCO LOGRIECO    ,antonio.logrieco@ispa.cnr.it,41.1122236,16.8822112
53,ISTC ,"Scienze umane e sociali, patrimonio culturale",Istituto di scienze e tecnologie della cognizione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=078,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=078,http://www.cnr.it/istituti/Descrizione_eng.html?cds=078,http://www.cnr.it/istituti/Ricerca_eng.html?cds=078,Pubblicazioni_eng.html?cds=078,http://www.cnr.it/istituti/Servizi_eng.html?cds=078,http://www.cnr.it/istituti/Competenze_eng.html?cds=078,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=078,http://www.cnr.it/istituti/Formazione_eng.html?cds=078,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=078,http://www.cnr.it/istituti/Banchedati_eng.html?cds=078,http://www.cnr.it/istituti/Focus_eng.html?cds=078,http://www.cnr.it/istituti/Focus.html?cds=078,http://www.cnr.it/istituti/./logo_istc.gif?LO=01000000d9c8b7a60800000008000000f9e5200070e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di scienze e tecnologie della cognizione,http://www.cnr.it/istituti/DatiGenerali.html?cds=078,http://www.istc.cnr.it/,mailto:direzione.istc@istc.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000006e5a2300bd5abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=image/pjpeg,"Via S. Martino della Battaglia, 44 - 00185 Roma RM Lazio",http://www.istc.cnr.it/,Dott. ROSARIO FALCONE    ,direzione.istc@istc.cnr.it,41.9058584,12.5047125
54,ISTM ,Scienze chimiche e tecnologie dei materiali,Istituto di scienze e tecnologie molecolari ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=079,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=079,http://www.cnr.it/istituti/Descrizione_eng.html?cds=079,http://www.cnr.it/istituti/Ricerca_eng.html?cds=079,Pubblicazioni_eng.html?cds=079,http://www.cnr.it/istituti/Servizi_eng.html?cds=079,http://www.cnr.it/istituti/Competenze_eng.html?cds=079,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=079,http://www.cnr.it/istituti/Formazione_eng.html?cds=079,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=079,http://www.cnr.it/istituti/Banchedati_eng.html?cds=079,http://www.cnr.it/istituti/Focus_eng.html?cds=079,http://www.cnr.it/istituti/Focus.html?cds=079,NA,Istituto di scienze e tecnologie molecolari,http://www.cnr.it/istituti/DatiGenerali.html?cds=079,http://www.istm.cnr.it,mailto:direttore@istm.cnr.it,NA,"Via Camillo Golgi, 19 - 20133 Milano MI Lombardia",http://www.istm.cnr.it,Dott. RINALDO PSARO    ,direttore@istm.cnr.it,45.4760161,9.2342462
55,ISMAR ,Scienze del sistema Terra e tecnologie per l'ambiente,Istituto di scienze marine ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=080,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=080,http://www.cnr.it/istituti/Descrizione_eng.html?cds=080,http://www.cnr.it/istituti/Ricerca_eng.html?cds=080,Pubblicazioni_eng.html?cds=080,http://www.cnr.it/istituti/Servizi_eng.html?cds=080,http://www.cnr.it/istituti/Competenze_eng.html?cds=080,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=080,http://www.cnr.it/istituti/Formazione_eng.html?cds=080,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=080,http://www.cnr.it/istituti/Banchedati_eng.html?cds=080,http://www.cnr.it/istituti/Focus_eng.html?cds=080,http://www.cnr.it/istituti/Focus.html?cds=080,NA,Istituto di scienze marine,http://www.cnr.it/istituti/DatiGenerali.html?cds=080,http://www.ismar.cnr.it,mailto:direttore@ismar.cnr.it,NA,"Arsenale Tesa 104, Castello 2737/F - 30122 Venezia VE Veneto",http://www.ismar.cnr.it,Dr. FABIO TRINCARDI    ,direttore@ismar.cnr.it,45.4402677,12.3542103
56,ISN ,Scienze Biomediche,Istituto di scienze neurologiche ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=081,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=081,http://www.cnr.it/istituti/Descrizione_eng.html?cds=081,http://www.cnr.it/istituti/Ricerca_eng.html?cds=081,Pubblicazioni_eng.html?cds=081,http://www.cnr.it/istituti/Servizi_eng.html?cds=081,http://www.cnr.it/istituti/Competenze_eng.html?cds=081,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=081,http://www.cnr.it/istituti/Formazione_eng.html?cds=081,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=081,http://www.cnr.it/istituti/Banchedati_eng.html?cds=081,http://www.cnr.it/istituti/Focus_eng.html?cds=081,http://www.cnr.it/istituti/Focus.html?cds=081,NA,Istituto di scienze neurologiche,http://www.cnr.it/istituti/DatiGenerali.html?cds=081,http://www.isn.cnr.it,mailto:sebastiano.cavallaro@cnr.it,NA,Localita Burga - Piano Lago - 87050 Mangone CS Calabria,http://www.isn.cnr.it,Dott SEBASTIANO CAVALLARO    -,sebastiano.cavallaro@cnr.it,39.213397,16.304396
57,ISEM ,"Scienze umane e sociali, patrimonio culturale",Istituto di storia dell'Europa mediterranea ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=086,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=086,http://www.cnr.it/istituti/Descrizione_eng.html?cds=086,http://www.cnr.it/istituti/Ricerca_eng.html?cds=086,Pubblicazioni_eng.html?cds=086,http://www.cnr.it/istituti/Servizi_eng.html?cds=086,http://www.cnr.it/istituti/Competenze_eng.html?cds=086,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=086,http://www.cnr.it/istituti/Formazione_eng.html?cds=086,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=086,http://www.cnr.it/istituti/Banchedati_eng.html?cds=086,http://www.cnr.it/istituti/Focus_eng.html?cds=086,http://www.cnr.it/istituti/Focus.html?cds=086,http://www.cnr.it/istituti/./logomediterraneo.jpg?LO=01000000d9c8b7a608000000080000000ee6200085e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di storia dell'Europa mediterranea,http://www.cnr.it/istituti/DatiGenerali.html?cds=086,http://www.isem.cnr.it,mailto:segreteria@isem.cnr.it,NA,"Via G.B. Tuveri, 128 - 09129 Cagliari CA Sardegna",http://www.isem.cnr.it,Prof. MARCELLO VERGA    ,segreteria@isem.cnr.it,39.2196199,9.1299291
58,ISM ,Scienze chimiche e tecnologie dei materiali,Istituto di struttura della materia ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=087,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=087,http://www.cnr.it/istituti/Descrizione_eng.html?cds=087,http://www.cnr.it/istituti/Ricerca_eng.html?cds=087,Pubblicazioni_eng.html?cds=087,http://www.cnr.it/istituti/Servizi_eng.html?cds=087,http://www.cnr.it/istituti/Competenze_eng.html?cds=087,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=087,http://www.cnr.it/istituti/Formazione_eng.html?cds=087,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=087,http://www.cnr.it/istituti/Banchedati_eng.html?cds=087,http://www.cnr.it/istituti/Focus_eng.html?cds=087,http://www.cnr.it/istituti/Focus.html?cds=087,http://www.cnr.it/istituti/./logo.jpg?LO=01000000d9c8b7a60800000008000000cff911007706ee53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di struttura della materia,http://www.cnr.it/istituti/DatiGenerali.html?cds=087,http://www.ism.cnr.it,mailto:direttore@ism.cnr.it,NA,"Via del Fosso del Cavaliere, 100 - 00133 Roma RM Lazio",http://www.ism.cnr.it,Dott. LORENZO AVALDI    ,direttore@ism.cnr.it,41.8396448,12.6488131
59,ISGI ,"Scienze umane e sociali, patrimonio culturale",Istituto di studi giuridici internazionali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=088,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=088,http://www.cnr.it/istituti/Descrizione_eng.html?cds=088,http://www.cnr.it/istituti/Ricerca_eng.html?cds=088,Pubblicazioni_eng.html?cds=088,http://www.cnr.it/istituti/Servizi_eng.html?cds=088,http://www.cnr.it/istituti/Competenze_eng.html?cds=088,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=088,http://www.cnr.it/istituti/Formazione_eng.html?cds=088,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=088,http://www.cnr.it/istituti/Banchedati_eng.html?cds=088,http://www.cnr.it/istituti/Focus_eng.html?cds=088,http://www.cnr.it/istituti/Focus.html?cds=088,NA,Istituto di studi giuridici internazionali,http://www.cnr.it/istituti/DatiGenerali.html?cds=088,http://www.isgi.cnr.it,mailto:segreteria@isgi.cnr.it,NA,"Via dei Taurini, 19 - 00185 Roma RM Lazio",http://www.isgi.cnr.it,Prof. GIUSEPPE PALMISANO    ,segreteria@isgi.cnr.it,41.89986,12.5105
60,ISSIA ,Scienze fisiche e tecnologie della materia,Istituto di studi sui sistemi intelligenti per l'automazione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=090,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=090,http://www.cnr.it/istituti/Descrizione_eng.html?cds=090,http://www.cnr.it/istituti/Ricerca_eng.html?cds=090,Pubblicazioni_eng.html?cds=090,http://www.cnr.it/istituti/Servizi_eng.html?cds=090,http://www.cnr.it/istituti/Competenze_eng.html?cds=090,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=090,http://www.cnr.it/istituti/Formazione_eng.html?cds=090,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=090,http://www.cnr.it/istituti/Banchedati_eng.html?cds=090,http://www.cnr.it/istituti/Focus_eng.html?cds=090,http://www.cnr.it/istituti/Focus.html?cds=090,NA,Istituto di studi sui sistemi intelligenti per l'automazione,http://www.cnr.it/istituti/DatiGenerali.html?cds=090,http://www.issia.cnr.it,mailto:direttore@issia.cnr.it,NA,"Via Giovanni Amendola, 122/D-I - 70126 Bari BA Puglia",http://www.issia.cnr.it,Dott. MASSIMO CACCIA    ,direttore@issia.cnr.it,41.1122236,16.8822112
