"","link_direttore","link_descrizione","link_ricerca","link_pubblicazioni","link_servizi","link_competenze","link_collaborazioni","link_formazione","link_biblioteche","link_banchedati","link_focus","link_focus_ITA","links_logo","nome_ist","url","links_webist","links_mailist","links_pres_ist","indirizzo","tel","fax","web_site","direttore","mail","dipartimento"
"45","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=061","http://www.cnr.it/istituti/Descrizione_eng.html?cds=061","http://www.cnr.it/istituti/Ricerca_eng.html?cds=061","Pubblicazioni_eng.html?cds=061","http://www.cnr.it/istituti/Servizi_eng.html?cds=061","http://www.cnr.it/istituti/Competenze_eng.html?cds=061","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=061","http://www.cnr.it/istituti/Formazione_eng.html?cds=061","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=061","http://www.cnr.it/istituti/Banchedati_eng.html?cds=061","http://www.cnr.it/istituti/Focus_eng.html?cds=061","http://www.cnr.it/istituti/Focus.html?cds=061","http://www.cnr.it/istituti/./logo_in.jpg?LO=01000000d9c8b7a6080000000800000025e620009ce6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di neuroscienze","http://www.cnr.it/istituti/DatiGenerali.html?cds=061","http://www.in.cnr.it","mailto:michela.matteoli@unimi.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000345923008359be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","0503153207","0503153210","http://www.in.cnr.it","Prof. MICHELA MATTEOLI    ","michela.matteoli@unimi.it",NA
"46","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=061","http://www.cnr.it/istituti/Descrizione_eng.html?cds=061","http://www.cnr.it/istituti/Ricerca_eng.html?cds=061","Pubblicazioni_eng.html?cds=061","http://www.cnr.it/istituti/Servizi_eng.html?cds=061","http://www.cnr.it/istituti/Competenze_eng.html?cds=061","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=061","http://www.cnr.it/istituti/Formazione_eng.html?cds=061","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=061","http://www.cnr.it/istituti/Banchedati_eng.html?cds=061","http://www.cnr.it/istituti/Focus_eng.html?cds=061","http://www.cnr.it/istituti/Focus.html?cds=061","http://www.cnr.it/istituti/./logo_in.jpg?LO=01000000d9c8b7a6080000000800000025e620009ce6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di neuroscienze","http://www.cnr.it/istituti/DatiGenerali.html?cds=061","http://www.cnr.it/sitocnr/Iservizi/AmministrazioneTrasparente/AmministrazioneTrasparente.html","mailto:michela.matteoli@unimi.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000345923008359be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","0503153207","0503153210","http://www.in.cnr.it","Prof. MICHELA MATTEOLI    ","michela.matteoli@unimi.it",NA
"47","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=066","http://www.cnr.it/istituti/Descrizione_eng.html?cds=066","http://www.cnr.it/istituti/Ricerca_eng.html?cds=066","Pubblicazioni_eng.html?cds=066","http://www.cnr.it/istituti/Servizi_eng.html?cds=066","http://www.cnr.it/istituti/Competenze_eng.html?cds=066","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=066","http://www.cnr.it/istituti/Formazione_eng.html?cds=066","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=066","http://www.cnr.it/istituti/Banchedati_eng.html?cds=066","http://www.cnr.it/istituti/Focus_eng.html?cds=066","http://www.cnr.it/istituti/Focus.html?cds=066","http://www.cnr.it/istituti/","Istituto di ricerca per la protezione idrogeologica","http://www.cnr.it/istituti/DatiGenerali.html?cds=066","http://www.irpi.cnr.it","mailto:direzione@irpi.cnr.it","http://www.cnr.it/istituti","Via Madonna Alta 126 - 06128 Perugia PG Umbria","075 5014402","075 5014420","http://www.irpi.cnr.it","Dott. FAUSTO GUZZETTI    ","direzione@irpi.cnr.it",NA
"48","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=108","http://www.cnr.it/istituti/Descrizione_eng.html?cds=108","http://www.cnr.it/istituti/Ricerca_eng.html?cds=108","Pubblicazioni_eng.html?cds=108","http://www.cnr.it/istituti/Servizi_eng.html?cds=108","http://www.cnr.it/istituti/Competenze_eng.html?cds=108","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=108","http://www.cnr.it/istituti/Formazione_eng.html?cds=108","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=108","http://www.cnr.it/istituti/Banchedati_eng.html?cds=108","http://www.cnr.it/istituti/Focus_eng.html?cds=108","http://www.cnr.it/istituti/Focus.html?cds=108","http://www.cnr.it/istituti/","Istituto di ricerca sui sistemi giudiziari","http://www.cnr.it/istituti/DatiGenerali.html?cds=108","http://www.irsig.cnr.it","mailto:direttore@irsig.cnr.it","http://www.cnr.it/istituti","Via Zamboni, 26 - 40126 Bologna BO Emilia Romagna","051 2756211","051 260250","http://www.irsig.cnr.it","Dott. MARCO FABRI    ","direttore@irsig.cnr.it","Identit������ Culturale"
"49","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=069","http://www.cnr.it/istituti/Descrizione_eng.html?cds=069","http://www.cnr.it/istituti/Ricerca_eng.html?cds=069","Pubblicazioni_eng.html?cds=069","http://www.cnr.it/istituti/Servizi_eng.html?cds=069","http://www.cnr.it/istituti/Competenze_eng.html?cds=069","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=069","http://www.cnr.it/istituti/Formazione_eng.html?cds=069","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=069","http://www.cnr.it/istituti/Banchedati_eng.html?cds=069","http://www.cnr.it/istituti/Focus_eng.html?cds=069","http://www.cnr.it/istituti/Focus.html?cds=069","http://www.cnr.it/istituti/./logoIRSAnew.jpg?LO=01000000d9c8b7a608000000080000001ae6200091e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di ricerca sulle acque","http://www.cnr.it/istituti/DatiGenerali.html?cds=069","http://www.irsa.cnr.it/","mailto:direzione@irsa.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000003f5b23008e5bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Salaria Km 29,300 C.P. 10 - 00015 Monterotondo Stazione RM Lazio","0690672850","0690672787","http://www.irsa.cnr.it/","Dott. ANTONIO LOPEZ    ","direzione@irsa.cnr.it",NA
"50","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=070","http://www.cnr.it/istituti/Descrizione_eng.html?cds=070","http://www.cnr.it/istituti/Ricerca_eng.html?cds=070","Pubblicazioni_eng.html?cds=070","http://www.cnr.it/istituti/Servizi_eng.html?cds=070","http://www.cnr.it/istituti/Competenze_eng.html?cds=070","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=070","http://www.cnr.it/istituti/Formazione_eng.html?cds=070","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=070","http://www.cnr.it/istituti/Banchedati_eng.html?cds=070","http://www.cnr.it/istituti/Focus_eng.html?cds=070","http://www.cnr.it/istituti/Focus.html?cds=070","http://www.cnr.it/istituti/","Istituto di ricerche sulla combustione","http://www.cnr.it/istituti/DatiGenerali.html?cds=070","http://www.irc.cnr.it","mailto:irc@irc.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000024d808006d81f153000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Piazzale Vincenzo Tecchio, 80 - 80125 Napoli NA Campania","0817682245 - 0817682263 - 0817622673","0815936936 - 0817622915","http://www.irc.cnr.it","dott. RICCARDO CHIRONE    ","irc@irc.cnr.it","Energia e Trasporti"
"51","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=068","http://www.cnr.it/istituti/Descrizione_eng.html?cds=068","http://www.cnr.it/istituti/Ricerca_eng.html?cds=068","Pubblicazioni_eng.html?cds=068","http://www.cnr.it/istituti/Servizi_eng.html?cds=068","http://www.cnr.it/istituti/Competenze_eng.html?cds=068","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=068","http://www.cnr.it/istituti/Formazione_eng.html?cds=068","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=068","http://www.cnr.it/istituti/Banchedati_eng.html?cds=068","http://www.cnr.it/istituti/Focus_eng.html?cds=068","http://www.cnr.it/istituti/Focus.html?cds=068","http://www.cnr.it/istituti/./logo irpps.gif?LO=01000000d9c8b7a60800000008000000fae5200071e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di ricerche sulla popolazione e le politiche sociali","http://www.cnr.it/istituti/DatiGenerali.html?cds=068","http://www.irpps.cnr.it","mailto:segr.irpps@irpps.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000005063070044beea53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Palestro 32 - 00185 Roma RM Lazio","06492724200","0649383724","http://www.irpps.cnr.it","Dott. CORRADO BONIFAZI    ","segr.irpps@irpps.cnr.it",NA
"52","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=076","http://www.cnr.it/istituti/Descrizione_eng.html?cds=076","http://www.cnr.it/istituti/Ricerca_eng.html?cds=076","Pubblicazioni_eng.html?cds=076","http://www.cnr.it/istituti/Servizi_eng.html?cds=076","http://www.cnr.it/istituti/Competenze_eng.html?cds=076","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=076","http://www.cnr.it/istituti/Formazione_eng.html?cds=076","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=076","http://www.cnr.it/istituti/Banchedati_eng.html?cds=076","http://www.cnr.it/istituti/Focus_eng.html?cds=076","http://www.cnr.it/istituti/Focus.html?cds=076","http://www.cnr.it/istituti/","Istituto di scienza dell'alimentazione","http://www.cnr.it/istituti/DatiGenerali.html?cds=076","http://www.isa.cnr.it","mailto:direttore@isa.cnr.it","http://www.cnr.it/istituti","Via Roma, 64 - 83100 Avellino AV Campania","0825299111 - 082534092","0825781585","http://www.isa.cnr.it","Dott. SABATO D'AURIA    direttore dal 01/10/2014","direttore@isa.cnr.it","Agroalimentare"
"53","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=073","http://www.cnr.it/istituti/Descrizione_eng.html?cds=073","http://www.cnr.it/istituti/Ricerca_eng.html?cds=073","Pubblicazioni_eng.html?cds=073","http://www.cnr.it/istituti/Servizi_eng.html?cds=073","http://www.cnr.it/istituti/Competenze_eng.html?cds=073","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=073","http://www.cnr.it/istituti/Formazione_eng.html?cds=073","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=073","http://www.cnr.it/istituti/Banchedati_eng.html?cds=073","http://www.cnr.it/istituti/Focus_eng.html?cds=073","http://www.cnr.it/istituti/Focus.html?cds=073","http://www.cnr.it/istituti/","Istituto di scienza e tecnologia dei materiali ceramici","http://www.cnr.it/istituti/DatiGenerali.html?cds=073","http://www.istec.cnr.it","mailto:istec@istec.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000f37e11006cbff353000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Granarolo, 64 - 48018 Faenza RA Emilia Romagna","0546699711","0546699719","http://www.istec.cnr.it","Dott. ALIDA BELLOSI    ","istec@istec.cnr.it","Progettazione Molecolare"
"54","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=074","http://www.cnr.it/istituti/Descrizione_eng.html?cds=074","http://www.cnr.it/istituti/Ricerca_eng.html?cds=074","Pubblicazioni_eng.html?cds=074","http://www.cnr.it/istituti/Servizi_eng.html?cds=074","http://www.cnr.it/istituti/Competenze_eng.html?cds=074","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=074","http://www.cnr.it/istituti/Formazione_eng.html?cds=074","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=074","http://www.cnr.it/istituti/Banchedati_eng.html?cds=074","http://www.cnr.it/istituti/Focus_eng.html?cds=074","http://www.cnr.it/istituti/Focus.html?cds=074","http://www.cnr.it/istituti/","Istituto di scienza e tecnologie dell'informazione ""Alessandro Faedo""","http://www.cnr.it/istituti/DatiGenerali.html?cds=074","http://www.isti.cnr.it","mailto:direzione@isti.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000ec4007009876d853000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","0503152878","0503152811","http://www.isti.cnr.it","dott. CLAUDIO MONTANI    ","direzione@isti.cnr.it","ICT"
"55","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=075","http://www.cnr.it/istituti/Descrizione_eng.html?cds=075","http://www.cnr.it/istituti/Ricerca_eng.html?cds=075","Pubblicazioni_eng.html?cds=075","http://www.cnr.it/istituti/Servizi_eng.html?cds=075","http://www.cnr.it/istituti/Competenze_eng.html?cds=075","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=075","http://www.cnr.it/istituti/Formazione_eng.html?cds=075","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=075","http://www.cnr.it/istituti/Banchedati_eng.html?cds=075","http://www.cnr.it/istituti/Focus_eng.html?cds=075","http://www.cnr.it/istituti/Focus.html?cds=075","http://www.cnr.it/istituti/","Istituto di scienze dell'atmosfera e del clima","http://www.cnr.it/istituti/DatiGenerali.html?cds=075","http://www.isac.cnr.it","mailto:direzione@isac.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000009207070029fdcd53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Piero Gobetti, 101 - 40129 Bologna BO Emilia Romagna","0516399626","0516399658","http://www.isac.cnr.it","Dott.ssa CRISTINA SABBIONI    ","direzione@isac.cnr.it",NA
"56","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=077","http://www.cnr.it/istituti/Descrizione_eng.html?cds=077","http://www.cnr.it/istituti/Ricerca_eng.html?cds=077","Pubblicazioni_eng.html?cds=077","http://www.cnr.it/istituti/Servizi_eng.html?cds=077","http://www.cnr.it/istituti/Competenze_eng.html?cds=077","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=077","http://www.cnr.it/istituti/Formazione_eng.html?cds=077","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=077","http://www.cnr.it/istituti/Banchedati_eng.html?cds=077","http://www.cnr.it/istituti/Focus_eng.html?cds=077","http://www.cnr.it/istituti/Focus.html?cds=077","http://www.cnr.it/istituti/./logoispatrasp copia.gif?LO=01000000d9c8b7a608000000080000001fe6200096e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di scienze delle produzioni alimentari","http://www.cnr.it/istituti/DatiGenerali.html?cds=077","http://www.ispa.cnr.it","mailto:antonio.logrieco@ispa.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000097d02e002892f953000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Amendola, 122/O - 70126 Bari BA Puglia","080/5929357 - 080/5929359","080/5929373","http://www.ispa.cnr.it","Dott ANTONIO FRANCESCO LOGRIECO    ","antonio.logrieco@ispa.cnr.it",NA
"57","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=078","http://www.cnr.it/istituti/Descrizione_eng.html?cds=078","http://www.cnr.it/istituti/Ricerca_eng.html?cds=078","Pubblicazioni_eng.html?cds=078","http://www.cnr.it/istituti/Servizi_eng.html?cds=078","http://www.cnr.it/istituti/Competenze_eng.html?cds=078","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=078","http://www.cnr.it/istituti/Formazione_eng.html?cds=078","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=078","http://www.cnr.it/istituti/Banchedati_eng.html?cds=078","http://www.cnr.it/istituti/Focus_eng.html?cds=078","http://www.cnr.it/istituti/Focus.html?cds=078","http://www.cnr.it/istituti/./logo_istc.gif?LO=01000000d9c8b7a60800000008000000f9e5200070e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di scienze e tecnologie della cognizione","http://www.cnr.it/istituti/DatiGenerali.html?cds=078","http://www.istc.cnr.it/","mailto:direzione.istc@istc.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000006e5a2300bd5abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=image/pjpeg","Via S. Martino della Battaglia, 44 - 00185 Roma RM Lazio","06/44595246 - 06/44362366","06/44595243","http://www.istc.cnr.it/","Dott. ROSARIO FALCONE    ","direzione.istc@istc.cnr.it",NA
"58","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=079","http://www.cnr.it/istituti/Descrizione_eng.html?cds=079","http://www.cnr.it/istituti/Ricerca_eng.html?cds=079","Pubblicazioni_eng.html?cds=079","http://www.cnr.it/istituti/Servizi_eng.html?cds=079","http://www.cnr.it/istituti/Competenze_eng.html?cds=079","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=079","http://www.cnr.it/istituti/Formazione_eng.html?cds=079","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=079","http://www.cnr.it/istituti/Banchedati_eng.html?cds=079","http://www.cnr.it/istituti/Focus_eng.html?cds=079","http://www.cnr.it/istituti/Focus.html?cds=079","http://www.cnr.it/istituti/","Istituto di scienze e tecnologie molecolari","http://www.cnr.it/istituti/DatiGenerali.html?cds=079","http://www.istm.cnr.it","mailto:direttore@istm.cnr.it","http://www.cnr.it/istituti","Via Camillo Golgi, 19 - 20133 Milano MI Lombardia","0250314401","0250313927","http://www.istm.cnr.it","Dott. RINALDO PSARO    ","direttore@istm.cnr.it",NA
"59","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=080","http://www.cnr.it/istituti/Descrizione_eng.html?cds=080","http://www.cnr.it/istituti/Ricerca_eng.html?cds=080","Pubblicazioni_eng.html?cds=080","http://www.cnr.it/istituti/Servizi_eng.html?cds=080","http://www.cnr.it/istituti/Competenze_eng.html?cds=080","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=080","http://www.cnr.it/istituti/Formazione_eng.html?cds=080","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=080","http://www.cnr.it/istituti/Banchedati_eng.html?cds=080","http://www.cnr.it/istituti/Focus_eng.html?cds=080","http://www.cnr.it/istituti/Focus.html?cds=080","http://www.cnr.it/istituti/","Istituto di scienze marine","http://www.cnr.it/istituti/DatiGenerali.html?cds=080","http://www.ismar.cnr.it","mailto:direttore@ismar.cnr.it","http://www.cnr.it/istituti","Arsenale Tesa 104, Castello 2737/F - 30122 Venezia VE Veneto","041 2407927","+ 39 041 2407940","http://www.ismar.cnr.it","Dr. FABIO TRINCARDI    ","direttore@ismar.cnr.it",NA
"60","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=081","http://www.cnr.it/istituti/Descrizione_eng.html?cds=081","http://www.cnr.it/istituti/Ricerca_eng.html?cds=081","Pubblicazioni_eng.html?cds=081","http://www.cnr.it/istituti/Servizi_eng.html?cds=081","http://www.cnr.it/istituti/Competenze_eng.html?cds=081","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=081","http://www.cnr.it/istituti/Formazione_eng.html?cds=081","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=081","http://www.cnr.it/istituti/Banchedati_eng.html?cds=081","http://www.cnr.it/istituti/Focus_eng.html?cds=081","http://www.cnr.it/istituti/Focus.html?cds=081","http://www.cnr.it/istituti/","Istituto di scienze neurologiche","http://www.cnr.it/istituti/DatiGenerali.html?cds=081","http://www.isn.cnr.it","mailto:sebastiano.cavallaro@cnr.it","http://www.cnr.it/istituti","Localit������ Burga - Piano Lago - 87050 Mangone CS Calabria","098498011","0984969306","http://www.isn.cnr.it","Dott SEBASTIANO CAVALLARO    -","sebastiano.cavallaro@cnr.it",NA
"61","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=086","http://www.cnr.it/istituti/Descrizione_eng.html?cds=086","http://www.cnr.it/istituti/Ricerca_eng.html?cds=086","Pubblicazioni_eng.html?cds=086","http://www.cnr.it/istituti/Servizi_eng.html?cds=086","http://www.cnr.it/istituti/Competenze_eng.html?cds=086","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=086","http://www.cnr.it/istituti/Formazione_eng.html?cds=086","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=086","http://www.cnr.it/istituti/Banchedati_eng.html?cds=086","http://www.cnr.it/istituti/Focus_eng.html?cds=086","http://www.cnr.it/istituti/Focus.html?cds=086","http://www.cnr.it/istituti/./logomediterraneo.jpg?LO=01000000d9c8b7a608000000080000000ee6200085e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di storia dell'Europa mediterranea","http://www.cnr.it/istituti/DatiGenerali.html?cds=086","http://www.isem.cnr.it","mailto:segreteria@isem.cnr.it","http://www.cnr.it/istituti","Via G.B. Tuveri, 128 - 09129 Cagliari CA Sardegna","070403670 - 070403635","070498118","http://www.isem.cnr.it","Prof. MARCELLO VERGA    ","segreteria@isem.cnr.it",NA
"62","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=087","http://www.cnr.it/istituti/Descrizione_eng.html?cds=087","http://www.cnr.it/istituti/Ricerca_eng.html?cds=087","Pubblicazioni_eng.html?cds=087","http://www.cnr.it/istituti/Servizi_eng.html?cds=087","http://www.cnr.it/istituti/Competenze_eng.html?cds=087","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=087","http://www.cnr.it/istituti/Formazione_eng.html?cds=087","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=087","http://www.cnr.it/istituti/Banchedati_eng.html?cds=087","http://www.cnr.it/istituti/Focus_eng.html?cds=087","http://www.cnr.it/istituti/Focus.html?cds=087","http://www.cnr.it/istituti/./logo.jpg?LO=01000000d9c8b7a60800000008000000cff911007706ee53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di struttura della materia","http://www.cnr.it/istituti/DatiGenerali.html?cds=087","http://www.ism.cnr.it","mailto:direttore@ism.cnr.it","http://www.cnr.it/istituti","Via del Fosso del Cavaliere, 100 - 00133 Roma RM Lazio","06 49934155","06 49934153","http://www.ism.cnr.it","Dott. LORENZO AVALDI    ","direttore@ism.cnr.it",NA
"63","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=088","http://www.cnr.it/istituti/Descrizione_eng.html?cds=088","http://www.cnr.it/istituti/Ricerca_eng.html?cds=088","Pubblicazioni_eng.html?cds=088","http://www.cnr.it/istituti/Servizi_eng.html?cds=088","http://www.cnr.it/istituti/Competenze_eng.html?cds=088","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=088","http://www.cnr.it/istituti/Formazione_eng.html?cds=088","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=088","http://www.cnr.it/istituti/Banchedati_eng.html?cds=088","http://www.cnr.it/istituti/Focus_eng.html?cds=088","http://www.cnr.it/istituti/Focus.html?cds=088","http://www.cnr.it/istituti/","Istituto di studi giuridici internazionali","http://www.cnr.it/istituti/DatiGenerali.html?cds=088","http://www.isgi.cnr.it","mailto:segreteria@isgi.cnr.it","http://www.cnr.it/istituti","Via dei Taurini, 19 - 00185 Roma RM Lazio","0649937660 - 0649937667","0644340025","http://www.isgi.cnr.it","Prof. GIUSEPPE PALMISANO    ","segreteria@isgi.cnr.it","Identit������ Culturale"
"64","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=090","http://www.cnr.it/istituti/Descrizione_eng.html?cds=090","http://www.cnr.it/istituti/Ricerca_eng.html?cds=090","Pubblicazioni_eng.html?cds=090","http://www.cnr.it/istituti/Servizi_eng.html?cds=090","http://www.cnr.it/istituti/Competenze_eng.html?cds=090","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=090","http://www.cnr.it/istituti/Formazione_eng.html?cds=090","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=090","http://www.cnr.it/istituti/Banchedati_eng.html?cds=090","http://www.cnr.it/istituti/Focus_eng.html?cds=090","http://www.cnr.it/istituti/Focus.html?cds=090","http://www.cnr.it/istituti/","Istituto di studi sui sistemi intelligenti per l'automazione","http://www.cnr.it/istituti/DatiGenerali.html?cds=090","http://www.issia.cnr.it","mailto:direttore@issia.cnr.it","http://www.cnr.it/istituti","Via Giovanni Amendola, 122/D-I - 70126 Bari BA Puglia","+390805929420","+390805929460","http://www.issia.cnr.it","Dott. MASSIMO CACCIA    ","direttore@issia.cnr.it",NA
"65","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=091","http://www.cnr.it/istituti/Descrizione_eng.html?cds=091","http://www.cnr.it/istituti/Ricerca_eng.html?cds=091","Pubblicazioni_eng.html?cds=091","http://www.cnr.it/istituti/Servizi_eng.html?cds=091","http://www.cnr.it/istituti/Competenze_eng.html?cds=091","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=091","http://www.cnr.it/istituti/Formazione_eng.html?cds=091","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=091","http://www.cnr.it/istituti/Banchedati_eng.html?cds=091","http://www.cnr.it/istituti/Focus_eng.html?cds=091","http://www.cnr.it/istituti/Focus.html?cds=091","http://www.cnr.it/istituti/","Istituto di studi sui sistemi regionali federali e sulle autonomie ""Massimo Severo Giannini""","http://www.cnr.it/istituti/DatiGenerali.html?cds=091","http://www.issirfa.cnr.it","mailto:segreteria@issirfa.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000bd1013007a13f753000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via dei Taurini, 19 - 00185 Roma RM Lazio","0649937740 - 0649937700","06490704 - 0649937726","http://www.issirfa.cnr.it","Prof STELIO MANGIAMELI    Professore di Diritto costituzionale nella Facolt������ di Giurisprudenza dell'Università degli studi di Teramo","segreteria@issirfa.cnr.it","Identità Culturale"
"66","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=093","http://www.cnr.it/istituti/Descrizione_eng.html?cds=093","http://www.cnr.it/istituti/Ricerca_eng.html?cds=093","Pubblicazioni_eng.html?cds=093","http://www.cnr.it/istituti/Servizi_eng.html?cds=093","http://www.cnr.it/istituti/Competenze_eng.html?cds=093","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=093","http://www.cnr.it/istituti/Formazione_eng.html?cds=093","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=093","http://www.cnr.it/istituti/Banchedati_eng.html?cds=093","http://www.cnr.it/istituti/Focus_eng.html?cds=093","http://www.cnr.it/istituti/Focus.html?cds=093","http://www.cnr.it/istituti/./logo_issm.gif?LO=01000000d9c8b7a6080000000800000004e620007be6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di studi sulle societ� del mediterraneo <","http://www.cnr.it/istituti/DatiGenerali.html?cds=093","http://www.issm.cnr.it","mailto:istituto@issm.cnr.it","http://www.cnr.it/istituti","Via Guglielmo Sanfelice, 8 - 80131 Napoli NA Campania","0816134086","0815799467","http://www.issm.cnr.it","Dott.ssa PAOLA AVALLONE    ","istituto@issm.cnr.it","Identità Culturale"
